gene	node_0_0_value	node_0_1_value	node_1_0_value	node_1_1_value	node_2_0_value	node_2_1_value	node_3_0_value	node_3_1_value	node_4_0_value	node_4_1_value	node_5_0_value	node_5_1_value	node_6_0_value	node_0_0_selected	node_0_1_selected	node_1_0_selected	node_1_1_selected	node_2_0_selected	node_2_1_selected	node_3_0_selected	node_3_1_selected	node_4_0_selected	node_4_1_selected	node_5_0_selected	node_5_1_selected	node_6_0_selected
ATRX	-0.915072354123	-0.915072354123	-1.222158163	-1.222158163	-1.82989917022	-1.82989917022	-0.0954475626308	-0.0954475626308	-0.323939412541	-0.323939412541	-1.03253423609	-1.03253423609	-0.69929909464	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM2	1.08701053176	1.08701053176	0.326841399086	0.326841399086	1.13094809513	1.13094809513	0.330231984731	0.330231984731	0.937942007982	0.937942007982	1.1010900393	1.1010900393	1.26316192028	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM1	-0.199806102171	-0.199806102171	0.0915750950801	0.0915750950801	0.157915244413	0.157915244413	-1.04558922434	-1.04558922434	-0.244461982724	-0.244461982724	-0.316794664274	-0.316794664274	-0.531481422006	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1	-2.10266598984	-2.10266598984	-2.34624260566	-2.34624260566	-1.38657027936	-1.38657027936	-2.25264254948	-2.25264254948	-2.10189333991	-2.10189333991	-2.65962526142	-2.65962526142	-0.998760231273	0	0	0	0	0	0	0	0	0	0	0	0	0
FHIT	-0.484740044495	-0.484740044495	0.436705217688	0.436705217688	0.0892764034675	0.0892764034675	-0.970441055394	-0.970441055394	-1.78233637645	-1.78233637645	-0.898048383118	-0.898048383118	0.182005680592	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF709	-0.992335540874	-0.992335540874	0.179699242115	0.179699242115	-0.216747202917	-0.216747202917	-0.684930144861	-0.684930144861	-0.1524047544	-0.1524047544	0.355604132188	0.355604132188	-0.175962560064	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF708	-0.192727580493	-0.192727580493	-0.238067496803	-0.238067496803	-0.715279209537	-0.715279209537	-0.376596031705	-0.376596031705	-0.905707699002	-0.905707699002	-0.478470899139	-0.478470899139	-1.22194728117	0	0	0	0	0	0	0	0	0	0	0	0	0
CBX3	0.506537333804	0.506537333804	0.731876467673	0.731876467673	-0.00189360929478	-0.00189360929478	0.716494660549	0.716494660549	0.807957626534	0.807957626534	1.1823839956	1.1823839956	0.513970069331	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf142	-7.54282867238	-7.54282867238	-26.2010575917	-26.2010575917	-6.56461528773	-6.56461528773	-26.2010575917	-26.2010575917	-7.87288670703	-7.87288670703	-6.49245695334	-6.49245695334	-3.93603637777	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1	-1.07496373202	-1.07496373202	-1.20954485938	-1.20954485938	-1.35766155039	-1.35766155039	-0.9099931467	-0.9099931467	-1.84165026584	-1.84165026584	-1.78693080842	-1.78693080842	-2.08419492176	0	0	0	0	0	0	0	0	0	0	0	0	0
SPR	0.588413431233	0.588413431233	0.313372348563	0.313372348563	0.538231900129	0.538231900129	1.45534987677	1.45534987677	0.459122986485	0.459122986485	0.436180603773	0.436180603773	1.20412790353	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF707	1.0363812081	1.0363812081	1.79252301484	1.79252301484	1.53218661159	1.53218661159	0.705831751832	0.705831751832	0.267235961305	0.267235961305	1.10427112919	1.10427112919	1.8178337992	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK4	0.686638317461	0.686638317461	1.06831012962	1.06831012962	0.262619842204	0.262619842204	1.26306857964	1.26306857964	1.41371598922	1.41371598922	1.41009038074	1.41009038074	0.405768866458	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H10	0.336006287684	0.336006287684	0.540103437823	0.540103437823	0.37016459392	0.37016459392	0.248267477388	0.248267477388	-0.157048801894	-0.157048801894	0.548350534396	0.548350534396	0.154965773977	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF114	-0.280197014989	-0.280197014989	-0.243005408483	-0.243005408483	0.338519377781	0.338519377781	0.0347891943157	0.0347891943157	-0.279947497145	-0.279947497145	0.0647910019366	0.0647910019366	-0.0963518490718	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF115	0.310905254706	0.310905254706	0.193736671919	0.193736671919	0.322110938992	0.322110938992	0.538014405626	0.538014405626	0.851541270915	0.851541270915	0.273343356642	0.273343356642	-0.106294859158	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H15	-0.00264288685801	-0.00264288685801	-0.10419028383	-0.10419028383	0.00348881447972	0.00348881447972	0.115670196069	0.115670196069	0.154740636245	0.154740636245	0.0306142457932	0.0306142457932	-0.0545862854314	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H14	-0.224394325996	-0.224394325996	-0.26789342677	-0.26789342677	-0.602398485549	-0.602398485549	-0.0386073160782	-0.0386073160782	0.111155059668	0.111155059668	-0.109525335326	-0.109525335326	0.333637097005	0	0	0	0	0	0	0	0	0	0	0	0	0
SPN	0.119697326651	0.119697326651	0.953761090289	0.953761090289	1.43043857189	1.43043857189	-0.504469933442	-0.504469933442	-0.632229351335	-0.632229351335	0.097298696058	0.097298696058	-0.521776192857	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF111	-0.808039918132	-0.808039918132	-0.818423144021	-0.818423144021	-0.958541905449	-0.958541905449	-0.0109117890795	-0.0109117890795	-0.00317111206845	-0.00317111206845	-1.11715831145	-1.11715831145	-0.229165303887	0	0	0	0	0	0	0	0	0	0	0	0	0
NACAP1	0.243971608288	0.243971608288	0.296249393094	0.296249393094	0.536786441091	0.536786441091	-0.642261314106	-0.642261314106	0.309782876298	0.309782876298	0.421257061818	0.421257061818	-0.768576117231	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H18	0.0179646339181	0.0179646339181	-0.0633405510883	-0.0633405510883	-0.17955423069	-0.17955423069	-0.368161514425	-0.368161514425	-0.0787960104919	-0.0787960104919	-0.139001217107	-0.139001217107	-0.191151595799	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN1	2.4767456338	2.4767456338	-1.41718043644	-1.41718043644	2.15121055298	2.15121055298	-1.35896647129	-1.35896647129	-0.0446537842238	-0.0446537842238	0.335862942368	0.335862942368	-0.237021226336	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX8	-0.918139765959	-0.918139765959	-0.189190106605	-0.189190106605	0.231264544507	0.231264544507	0.356063329884	0.356063329884	0.34396152887	0.34396152887	-0.0947947906508	-0.0947947906508	0.282343892425	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX9	0.168516765233	0.168516765233	0.0559916317592	0.0559916317592	-0.17900130454	-0.17900130454	0.0693124751367	0.0693124751367	0.682760127257	0.682760127257	0.18479261164	0.18479261164	0.143293872313	0	0	0	0	0	0	1	1	0	0	0	0	1
TCOF1	0.24381974264	0.24381974264	0.187576492865	0.187576492865	0.133877308483	0.133877308483	0.146454397117	0.146454397117	0.41843704843	0.41843704843	0.169161526641	0.169161526641	-0.539316053691	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP98	-0.297271656384	-0.297271656384	-0.350317223798	-0.350317223798	-0.490166925827	-0.490166925827	0.155717659985	0.155717659985	0.210199490755	0.210199490755	-0.209112212858	-0.209112212858	0.110040353085	0	0	0	0	0	0	0	0	0	0	0	0	0
XPC	-0.195685224053	-0.195685224053	-0.0402001250227	-0.0402001250227	0.0168622859574	0.0168622859574	-0.22534280383	-0.22534280383	0.15491809563	0.15491809563	-0.691229310911	-0.691229310911	-0.162307067708	0	0	0	0	0	0	0	0	0	0	0	0	0
SP1	-0.485193909921	-0.485193909921	-0.43239498357	-0.43239498357	-0.747908804283	-0.747908804283	0.0174018876919	0.0174018876919	0.0339953983072	0.0339953983072	-0.15831820747	-0.15831820747	-0.076589399147	0	0	0	0	0	0	0	0	0	0	0	0	0
SP2	-0.548412266129	-0.548412266129	-0.244313353118	-0.244313353118	-0.149689809535	-0.149689809535	-0.0616178839397	-0.0616178839397	-0.236119429753	-0.236119429753	-0.260602952221	-0.260602952221	-0.134149644535	0	0	0	0	0	0	0	0	0	0	0	0	0
SP3	-0.244315497709	-0.244315497709	-0.485010905676	-0.485010905676	-0.820288037472	-0.820288037472	0.149465170513	0.149465170513	0.459501538414	0.459501538414	-0.287498998021	-0.287498998021	-0.327068517932	0	0	0	0	0	0	0	1	0	0	0	0	0
NUP93	0.0721218121526	0.0721218121526	-0.179056409513	-0.179056409513	-0.0381957061786	-0.0381957061786	-0.0322983929061	-0.0322983929061	0.00447931098469	0.00447931098469	0.25358997492	0.25358997492	0.00110968113293	0	0	0	0	0	0	0	0	0	0	0	0	0
SP5	1.72297560917	1.72297560917	-0.275870247686	-0.275870247686	-0.608790439531	-0.608790439531	-0.970918000197	-0.970918000197	0.112611239587	0.112611239587	1.28780819446	1.28780819446	4.10116416929	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRA1	0.113883114123	0.113883114123	-1.19508562783	-1.19508562783	-0.720665428905	-0.720665428905	-0.847358745292	-0.847358745292	-0.992481216306	-0.992481216306	-0.026998345468	-0.026998345468	-1.40348740909	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMKV	-0.813171800774	-0.813171800774	-20.4715733306	-20.4715733306	0.164868088302	0.164868088302	-0.135863504755	-0.135863504755	-20.4715733306	-20.4715733306	-20.4715733306	-20.4715733306	-20.4715733306	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL3	-0.0379176961934	-0.0379176961934	0.234583538296	0.234583538296	-0.178059221663	-0.178059221663	0.487194303409	0.487194303409	-0.484052594151	-0.484052594151	-0.453548350342	-0.453548350342	0.136892196256	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLIM4	-0.114129554885	-0.114129554885	-0.413264265342	-0.413264265342	-1.13677870141	-1.13677870141	-0.13146662405	-0.13146662405	0.0785677030863	0.0785677030863	-0.504233339366	-0.504233339366	-0.145310111067	0	0	0	0	0	0	0	0	0	0	0	0	0
OPA3	0.096216995593	0.096216995593	0.163775309105	0.163775309105	0.51063768838	0.51063768838	-0.273402668482	-0.273402668482	-0.181104590046	-0.181104590046	-0.137172270266	-0.137172270266	-0.0913366873325	0	0	0	0	0	0	0	0	0	0	0	0	0
OPA1	-0.838171219741	-0.838171219741	-0.901391198063	-0.901391198063	-0.902623112278	-0.902623112278	-0.0924234059398	-0.0924234059398	-0.0319814801916	-0.0319814801916	-0.473503006263	-0.473503006263	-0.186835045495	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40C	1.22690378222	1.22690378222	0.865271368034	0.865271368034	0.41380862255	0.41380862255	0.521998166591	0.521998166591	1.06670464719	1.06670464719	1.3664310805	1.3664310805	2.13524484063	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40B	0.355661679551	0.355661679551	-0.444750441749	-0.444750441749	-0.869944749557	-0.869944749557	-0.395430691449	-0.395430691449	-0.486973443088	-0.486973443088	-0.169318696162	-0.169318696162	-0.701479068667	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40A	-0.925831866273	-0.925831866273	0.162806201497	0.162806201497	1.05226656327	1.05226656327	-0.0260882243342	-0.0260882243342	0.158947958333	0.158947958333	0.239902312969	0.239902312969	-0.389570742118	0	0	0	0	0	0	0	0	0	0	0	0	0
FBL	-0.223339265408	-0.223339265408	-0.112939737525	-0.112939737525	-0.196528224631	-0.196528224631	-0.818467750181	-0.818467750181	0.189615231889	0.189615231889	0.735175022985	0.735175022985	-0.715107625143	0	0	0	0	0	0	0	0	0	0	0	0	0
COL7A1	2.26982919175	2.26982919175	0.650907606058	0.650907606058	-0.196595751786	-0.196595751786	0.299886818005	0.299886818005	-0.174325890767	-0.174325890767	-0.381476088553	-0.381476088553	-1.21333761643	0	0	0	0	0	0	0	0	0	0	0	0	0
GTSE1	2.60789746643	2.60789746643	1.37028936264	1.37028936264	0.506546127076	0.506546127076	1.84858563522	1.84858563522	2.41864920815	2.41864920815	2.35859741646	2.35859741646	1.2145533432	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFRP1	0.728975320942	0.728975320942	0.971580890226	0.971580890226	0.899171088759	0.899171088759	0.334417444835	0.334417444835	-0.213428829616	-0.213428829616	0.638681466834	0.638681466834	0.776352656593	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0831	-0.793979808216	-0.793979808216	-0.321573616282	-0.321573616282	-0.563637724645	-0.563637724645	-0.36939021784	-0.36939021784	-0.717276196137	-0.717276196137	-0.86037848781	-0.86037848781	-0.556006067757	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL2A	-0.213048175828	-0.213048175828	-0.683330782862	-0.683330782862	-0.189445487728	-0.189445487728	0.281345617898	0.281345617898	0.061764612043	0.061764612043	-1.12785012949	-1.12785012949	-0.136576258841	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA8	-0.869160756651	-0.869160756651	-1.31740948174	-1.31740948174	-2.8668368953	-2.8668368953	-0.430593574752	-0.430593574752	-1.2618884301	-1.2618884301	-2.8435646632	-2.8435646632	0.382886295042	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA9	-2.17715822504	-2.17715822504	-2.17285539574	-2.17285539574	-2.90899786083	-2.90899786083	-1.04209046089	-1.04209046089	-0.502702140611	-0.502702140611	-0.96892354583	-0.96892354583	-1.10331982868	0	0	0	0	0	0	0	0	0	0	0	0	0
STK40	-0.353076224852	-0.353076224852	-0.513945091092	-0.513945091092	-0.0798933266624	-0.0798933266624	-1.3179789121	-1.3179789121	-0.458792871827	-0.458792871827	-0.113085551709	-0.113085551709	-0.412498832009	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO3B	-0.388660375522	-0.388660375522	0.11498955625	0.11498955625	-1.21792454331	-1.21792454331	-0.711317125218	-0.711317125218	0.603008971361	0.603008971361	-0.0582837162769	-0.0582837162769	0.510175948777	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A1	-9.21971882968	-9.21971882968	-10.3010050231	-10.3010050231	-9.08961690644	-9.08961690644	-9.90490603396	-9.90490603396	-9.0194467769	-9.0194467769	-10.0174581662	-10.0174581662	-7.7829791306	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A2	-0.384045779565	-0.384045779565	-0.826246831058	-0.826246831058	-0.874469801242	-0.874469801242	-0.0327281860375	-0.0327281860375	-0.913251147841	-0.913251147841	-1.04964989612	-1.04964989612	-0.751239967293	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A3	0.97537834124	0.97537834124	0.439811238361	0.439811238361	2.02773475412	2.02773475412	3.40308335765	3.40308335765	-0.0511262492088	-0.0511262492088	1.22807063301	1.22807063301	3.17043574053	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA1	-1.81962892406	-1.81962892406	-2.08248516698	-2.08248516698	-2.52035558725	-2.52035558725	-0.290651825571	-0.290651825571	-1.11530334123	-1.11530334123	-1.94605078833	-1.94605078833	-1.71407640066	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA2	-0.803388061147	-0.803388061147	-0.827808171206	-0.827808171206	-2.26821005249	-2.26821005249	0.628948139255	0.628948139255	-0.806211193155	-0.806211193155	-0.236235987965	-0.236235987965	-1.19709101574	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA3	0.545144151124	0.545144151124	-0.554053687824	-0.554053687824	-1.22663939112	-1.22663939112	0.496953876048	0.496953876048	-0.605948675491	-0.605948675491	-0.107240576259	-0.107240576259	0.1364092666	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA4	-0.498245421368	-0.498245421368	-0.221497110096	-0.221497110096	0.0184603973168	0.0184603973168	1.0132804736	1.0132804736	-0.2762049651	-0.2762049651	-0.149942986467	-0.149942986467	-0.120234190164	0	0	0	0	0	0	0	0	0	0	0	0	1
ITGA5	0.678144999274	0.678144999274	0.35838253135	0.35838253135	0.419398505479	0.419398505479	0.332669630412	0.332669630412	0.124018028782	0.124018028782	-0.320669758009	-0.320669758009	0.0644938455575	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA6	-1.5093993321	-1.5093993321	-1.78877764629	-1.78877764629	-2.87630862824	-2.87630862824	-0.814907340155	-0.814907340155	-1.02752197659	-1.02752197659	-0.617494614486	-0.617494614486	-2.06868926389	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA7	-3.46015630287	-3.46015630287	-3.82228755542	-3.82228755542	-3.87188204672	-3.87188204672	-3.06240621673	-3.06240621673	-4.35344432049	-4.35344432049	-3.67856821693	-3.67856821693	-4.55623859986	0	0	0	0	0	0	0	0	0	0	0	0	0
TRHR	-17.9801334106	-17.9801334106	-17.9801334106	-17.9801334106	-17.9801334106	-17.9801334106	0.355470659613	0.355470659613	-17.9801334106	-17.9801334106	-17.9801334106	-17.9801334106	0.477507977916	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND4A	-1.15650705333	-1.15650705333	-1.39176387185	-1.39176387185	-1.56363418948	-1.56363418948	0.142406681143	0.142406681143	-0.587628561655	-0.587628561655	-1.36115084256	-1.36115084256	-0.635507488954	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLPP1	0.905628583978	0.905628583978	0.808590534266	0.808590534266	0.878485656067	0.878485656067	0.693397503868	0.693397503868	0.447844499789	0.447844499789	0.407999575713	0.407999575713	0.836446151341	0	0	0	0	0	0	0	0	0	0	0	0	0
SWAP70	-1.03717500523	-1.03717500523	-1.03777183292	-1.03777183292	-0.879257740262	-0.879257740262	-0.662963799554	-0.662963799554	-0.547605138659	-0.547605138659	-0.553425437823	-0.553425437823	-0.564677051726	0	0	0	0	0	0	0	0	0	0	0	0	0
PREB	0.0758706470377	0.0758706470377	-0.0300173277335	-0.0300173277335	0.38056436467	0.38056436467	0.0237530533784	0.0237530533784	-0.14461948429	-0.14461948429	-0.0523276876712	-0.0523276876712	0.0592831835662	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDA1	-0.845010823444	-0.845010823444	-1.73282521671	-1.73282521671	-1.7219802095	-1.7219802095	-0.586607508207	-0.586607508207	-1.14934054616	-1.14934054616	-1.52033304526	-1.52033304526	-0.218768154643	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDA3	0.433703130662	0.433703130662	-0.319235374611	-0.319235374611	0.0609259171733	0.0609259171733	-0.52279046883	-0.52279046883	-0.448966643176	-0.448966643176	-0.759321582217	-0.759321582217	0.177631406807	0	0	0	0	0	0	0	0	0	0	0	0	0
UFSP2	-0.929113250437	-0.929113250437	-0.554237279774	-0.554237279774	-0.421685378751	-0.421685378751	-0.424327184496	-0.424327184496	-0.438450299261	-0.438450299261	-0.631217486579	-0.631217486579	-0.438496138058	0	0	0	0	0	0	0	0	0	0	0	0	0
GAP43	1.28709810006	1.28709810006	-0.774021947565	-0.774021947565	0.638992671587	0.638992671587	-2.18529291807	-2.18529291807	-0.800601568914	-0.800601568914	-0.642459346749	-0.642459346749	-0.741416485227	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL13	-0.396098621783	-0.396098621783	-0.389951403327	-0.389951403327	0.751904077736	0.751904077736	-0.216252175544	-0.216252175544	-0.182042976549	-0.182042976549	1.09155971374	1.09155971374	-0.181767437976	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL12	0.00739279100235	0.00739279100235	0.457548656431	0.457548656431	0.34786262864	0.34786262864	-0.814199999569	-0.814199999569	-0.31958917785	-0.31958917785	0.20719169599	0.20719169599	-0.626512480726	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL15	1.50888900862	1.50888900862	1.44630298017	1.44630298017	1.20224188091	1.20224188091	0.323095925871	0.323095925871	0.275770018249	0.275770018249	1.15839564439	1.15839564439	1.14095381707	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL14	-0.00261432539102	-0.00261432539102	-0.484496317354	-0.484496317354	0.402565983493	0.402565983493	0.480018663807	0.480018663807	0.02635389387	0.02635389387	0.422649878273	0.422649878273	0.0598820943065	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL17	-1.09532877445	-1.09532877445	-0.858587594037	-0.858587594037	-1.40091877597	-1.40091877597	-0.318990978243	-0.318990978243	-0.824107089217	-0.824107089217	-0.910336905665	-0.910336905665	-0.638172920048	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL16	2.20788109386	2.20788109386	1.42976744016	1.42976744016	1.76818563263	1.76818563263	1.1220270522	1.1220270522	1.60910059251	1.60910059251	0.987971158569	0.987971158569	4.3765038572	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM169A	-0.374285259555	-0.374285259555	-1.21302017536	-1.21302017536	-0.430472928733	-0.430472928733	1.24255288504	1.24255288504	0.285258319595	0.285258319595	-1.20075479811	-1.20075479811	1.51685404799	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM116B	1.40620410332	1.40620410332	1.37476399637	1.37476399637	1.82988117968	1.82988117968	-0.0407680114349	-0.0407680114349	0.464263704601	0.464263704601	1.13306433586	1.13306433586	0.911251608544	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL34	-0.750660370137	-0.750660370137	-0.0508778121306	-0.0508778121306	-0.0541912303755	-0.0541912303755	-0.809429710848	-0.809429710848	-0.313882552806	-0.313882552806	-0.212018457466	-0.212018457466	-1.16264487574	0	0	0	0	0	0	0	0	0	0	0	0	0
H19	-1.12816996744	-1.12816996744	0.945703662517	0.945703662517	1.70386949031	1.70386949031	-0.103354773425	-0.103354773425	-0.759406736565	-0.759406736565	-1.42632532343	-1.42632532343	0.724255117002	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK2	-1.18600990256	-1.18600990256	-2.48970726999	-2.48970726999	-4.12631351784	-4.12631351784	0.0570979778445	0.0570979778445	-0.714377905279	-0.714377905279	0.743914535051	0.743914535051	-2.2278514486	0	0	0	0	0	0	0	0	0	0	0	0	0
GRP	1.97113228567	1.97113228567	1.72098114491	1.72098114491	1.09964723631	1.09964723631	1.41743535051	1.41743535051	0.0869699301264	0.0869699301264	0.264934389731	0.264934389731	1.51896915892	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRN	2.68476588329	2.68476588329	2.28883656609	2.28883656609	3.04341921238	3.04341921238	2.2624887225	2.2624887225	1.80387024308	1.80387024308	2.27525359013	2.27525359013	3.13196770464	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP161	-0.644466497851	-0.644466497851	-0.121313180651	-0.121313180651	-0.480625630561	-0.480625630561	-0.491531800721	-0.491531800721	-0.0975838924208	-0.0975838924208	-0.0230499756026	-0.0230499756026	-0.46740952582	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A6	-0.772668686121	-0.772668686121	-2.14347970413	-2.14347970413	-0.999776355954	-0.999776355954	-1.4886549181	-1.4886549181	-1.66754308582	-1.66754308582	-1.6170557848	-1.6170557848	-4.15978146445	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A5	1.32173929203	1.32173929203	0.876763842823	0.876763842823	0.599116315841	0.599116315841	0.174583632941	0.174583632941	0.853709712997	0.853709712997	1.02124977063	1.02124977063	-0.485316041113	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A3	-3.19444249779	-3.19444249779	-3.34285385175	-3.34285385175	-2.353857865	-2.353857865	-2.11854054899	-2.11854054899	-1.93974562449	-1.93974562449	-4.01866465416	-4.01866465416	-1.2398630068	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A2	-0.231342827832	-0.231342827832	-0.64858428103	-0.64858428103	-0.926321778321	-0.926321778321	0.126017039061	0.126017039061	-0.812686487053	-0.812686487053	-1.38177215406	-1.38177215406	-0.683125266564	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A1	-0.248484806224	-0.248484806224	-0.846987947347	-0.846987947347	-1.04534455995	-1.04534455995	0.233445537242	0.233445537242	-0.679533339628	-0.679533339628	-1.54912832384	-1.54912832384	-0.65478896982	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST1	0.815004830263	0.815004830263	2.9036247301	2.9036247301	0.603262697344	0.603262697344	2.25173751601	2.25173751601	-0.854223606921	-0.854223606921	-0.846511506697	-0.846511506697	-0.0121863255736	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST3	-1.80738110551	-1.80738110551	-1.3263486456	-1.3263486456	-1.8966981232	-1.8966981232	-0.719859689774	-0.719859689774	-0.815713320071	-0.815713320071	-1.34133546975	-1.34133546975	-1.92379002586	0	0	0	0	0	0	0	0	0	0	0	0	0
